,tweet,data,rt,quote
704,@tteusao @lukehxh Eu vou ter q enfrenta-la semestre q vem 😔😭,2020-12-03 21:18:36+00:00,,
705,@tteusao @lukehxh Pq ele tá programando em java?,2020-12-03 20:44:59+00:00,,
706,"@Alana15Lima Vc n brinque com isso, vou printar esse tweet pra te cobrar depois",2020-12-03 20:44:23+00:00,,
707,"@viioloncella Eu vou deixar assim por enquanto, tá sendo legal",2020-12-03 20:40:31+00:00,,
708,@hsxpttmrl Agr eu entendi kkkkkkk,2020-12-03 20:39:40+00:00,,
709,"Ochi, oq diabo é semibissexual?",2020-12-03 18:00:57+00:00,,
710,"@viioloncella @luandecrystal Eu morro de medo e queria fugir o máximo que posso dele, mas vai ser difícil",2020-12-03 17:56:27+00:00,,
711,"@Amand_io Eiiiii, eu falei q ia surtar quando visse alguma aglomeração de cc",2020-12-03 17:55:04+00:00,,
712,"Desativei meu Instagram, nem eu sei o pq",2020-12-03 17:52:42+00:00,,
713,Eu tenho que parar de surtar em rede social,2020-12-03 17:52:21+00:00,,
714,Olha as ideias dos liberais https://t.co/hifyteIJLE,2020-11-29 18:09:29+00:00,,https://twitter.com/lumndes/status/1332658383904714752
715,PORRA @pabllovittar #BANDIDA https://t.co/TdlDaaZA1Q,2020-11-27 14:10:40+00:00,,
716,Eu quase desmaio com esse clipe de #BANDIDA @pabllovittar,2020-11-27 14:06:02+00:00,,
717,se eu ver alguma aglomeração de cc sem me chamar eu vou surtar viu,2020-11-27 02:27:51+00:00,,
718,@tteusao irei sábado (serei cancelada?),2020-11-27 01:10:31+00:00,,
719,@eduardopds sim!!!!!!!!,2020-11-27 01:02:54+00:00,,
720,@tteusao tu n xinga o cd da pabblo visse,2020-11-27 01:00:59+00:00,,
721,@PtkChaaves @wesmath3us teu sonho!,2020-11-27 00:57:39+00:00,,
722,@ddt_azevedo @giovana_bo ficou lindo!!,2020-11-27 00:56:56+00:00,,
723,@pabllovittar o clipe de #BANDIDA tem q entregar igual esse álbum viu?,2020-11-27 00:24:41+00:00,,
724,@DELLAFANCY eu estou totalmente pronto!,2020-11-27 00:22:39+00:00,,
725,"Tirando rajadão, o resto é perfeição pura. Clima quente com Biu do piseiro é uma obra de arte!!!",2020-11-27 00:20:44+00:00,,
726,podre esse remix de rajadão,2020-11-27 00:19:56+00:00,,
727,"Dormi bem, tô alimentado, com saúde, entendendo os conteúdos, cheio de coisas das disciplinas para fazer, mas fazendo um total de 0",2020-11-26 14:21:14+00:00,,
728,hj tive certeza que não aguento mais essa RAE,2020-11-26 14:20:17+00:00,,
729,e vamos de tentar usar o twitter novamente,2020-11-26 14:19:20+00:00,,
730,@martalais_ @tuehmano kkkkkkkkkkkk mulher deixe desse sofrimento,2020-10-16 14:58:48+00:00,,
731,"Eu n entendo a lógica do argumento:
""Todo mundo vai pegar mesmo""
A gente n deveria tá evitando isso?",2020-06-22 02:04:26+00:00,,
732,"@viioloncella Nam gente, vcs são estranhos",2020-06-19 01:39:10+00:00,,
733,@wesmath3us @riccordeiroo Bom demais kkkkk,2020-06-16 20:33:04+00:00,,
734,Tá difícil,2020-06-13 14:30:58+00:00,,
735,"@putsthur @jluanz Mulher mas pra q chamar a pobre de hetero, ninguém merece ser xingado assim no primeiro oi kkkkkkkk",2020-06-11 17:42:12+00:00,,
736,Bora bora @safbf  #SabrinaRodaviva,2020-06-11 17:12:42+00:00,,
737,@jluanz Eita já começou xingando o boy nam kkkk,2020-06-11 11:16:58+00:00,,
738,"@wesmath3us Tá leve ainda amigo, pela hr eles devem estar dormindo ainda, acorda eles com um putaria",2020-06-08 12:25:51+00:00,,
739,Você tá lendo a Judith Butler e percebe que precisa ler Foucault. Ai vc vai ler Foucault e percebe que precisa ler Nietzsche. Ai vc tá lendo Nietzsche e ele tá criticando um bucado de gente da filosofia ocidental. Desisto. https://t.co/brp9kheSCv,2020-06-07 15:22:51+00:00,,https://twitter.com/HeribaldoMaia/status/1269281744735387648
740,"@viioloncella @molibdenio42 @startupdareal Eu ia tomar de novo esse ano, mas a venda tá restrita. Já ia me proteger tá vendo",2020-06-07 12:51:00+00:00,,
741,@wesmath3us Eu sou um amor todo mundo sabe kkkk,2020-06-07 00:47:47+00:00,,
742,@wesmath3us Eu acho,2020-06-07 00:29:39+00:00,,
743,@caesiufcg @VictorHundo Só orgulho,2020-06-06 11:51:42+00:00,,
744,"Querido seguidor se nessa altura do campeonato vc está afirmando ainda que a extrema direita é a mesma coisa que a extrema esquerda, que são dois lados da mesma moeda, eu só tenho uma coisa a dizer:

VC É BURRO PRA CARALHO!!!",2020-06-05 16:44:32+00:00,,
745,@exaustodesofrer Exatamente e sempre vinha uma promessa do beijo pra segurar as bichas na audiência,2020-06-05 16:33:32+00:00,,
746,"@exaustodesofrer Exatamente, é sempre o esteriótipo, chaveiro de hétero e na verdade sem sexualidade, pq par romântico para personagem gay nessas novelas n existe",2020-06-05 16:21:57+00:00,,
747,Marchinha Fúnebre do @ralarconoficial  é perfeita vlh!!!!,2020-06-05 15:19:27+00:00,,
748,"Aqui está uma música para você… Marchinha Fúnebre de @ralarconoficial
https://t.co/R9MqVsPzLF",2020-06-05 15:18:40+00:00,,
749,"Tem uma coisa melhor, fazer o almoço escutando @ralarconoficial",2020-06-05 14:48:41+00:00,,
750,Fazendo o almoço escutando Silva é bom demais,2020-06-05 14:44:14+00:00,,
751,"@wesmath3us @BreakingBedUltd @michellevisage @exaustodesofrer Eu to passado, ela pra ela ser jurada em Legendary",2020-06-05 04:11:36+00:00,,
752,"Achando super interessante estudar dataops, mas cadê o foco?",2020-06-04 14:14:02+00:00,,
753,"Tá meio difícil trabalhar hoje, sem atenção e foco algum",2020-06-04 14:13:11+00:00,,
754,@hmcpedro Tô desacreditando que vai acontecer 😔😔,2020-06-04 12:46:00+00:00,,
755,"@tteusao Nunca fiz isso, mas conheço alguns q mandam pro amigo editar",2020-06-03 22:07:56+00:00,,
756,"@victoralmeidap Livros curtos informativos sobre algum problema social, tipo:
- Pequeno manual antirracista
- Sejamos todos feministas
- Ideias para adiar o fim do mundo",2020-06-03 16:26:02+00:00,,
757,@victoralmeidap Livros sobre a história de algum movimento social,2020-06-03 16:22:31+00:00,,
758,"A gente não pode só querer o título de antifascista, as nossas ações precisam refletir essa vontade https://t.co/iZjyNLMa83",2020-06-02 18:45:22+00:00,,https://twitter.com/Denommus/status/1267509311158222858
759,A pessoa aleatória vai lavar a louça começa escutando @ralarconoficial depois @ladygaga @jaloo e termina com @uriassnake,2020-06-02 17:43:14+00:00,,
760,"@jluanz Eu atrás das fofocas, n quero mais ficar de fora",2020-06-02 16:34:48+00:00,,
761,"@jluanz Amig n vamos contar com isso, n prometo nada haha",2020-06-02 16:33:24+00:00,,
762,@martalais_ A calor de Olivedos só piora e eu só imagino aquela varanda o frio que deve tá,2020-06-02 16:32:26+00:00,,
763,"@martalais_ Ai mulher nem me fale, amo pagar um aluguel sem usar o apt",2020-06-02 15:38:01+00:00,,
764,Meu resultado aproximado foi Comunismo Libertário. https://t.co/T6v0Z1QsC9 via @idr_labs,2020-06-02 15:36:21+00:00,,
765,"Se o povo tá achando q vou conseguir narrar oq aconteceu em 2020, estão muito enganados, eu já esqueci da metade das coisas q aconteceram",2020-06-02 15:25:36+00:00,,
766,@viioloncella É muita esperança depositada numa pessoa preguiçosa,2020-06-02 15:22:14+00:00,,
767,"Vamos lá, tentar mais uma vez usar o Twitter",2020-06-02 14:59:43+00:00,,
